m	n	S12
61	46	0.005713
62	46	0.098700
63	46	0.161616
64	46	0.099375
65	46	0.797779
66	46	0.507957
67	46	0.143423
68	46	0.024822
69	46	0.087804
70	46	0.069789
71	46	0.013396
72	46	0.034617
73	46	0.046367
74	46	0.023438
75	46	0.010895
76	46	0.030855
77	46	0.025338
78	46	0.002623
79	46	0.018485
80	46	0.023202
81	46	0.010440
82	46	0.008320
83	46	0.018765
84	46	0.014275
85	46	0.000238
86	46	0.013123
87	46	0.015097
88	46	0.005724
89	46	0.007108
90	46	0.013659
91	46	0.009584
92	46	0.001352
93	46	0.010633
94	46	0.011519
95	46	0.003775
96	46	0.006625
97	46	0.012177
98	46	0.009042
99	46	0.005531
0	47	0.017318
1	47	0.033502
2	47	0.009559
3	47	0.010290
4	47	0.019230
5	47	0.013446
6	47	0.001462
7	47	0.014073
8	47	0.015438
9	47	0.005194
10	47	0.008495
11	47	0.015241
12	47	0.010201
13	47	0.002481
14	47	0.012989
15	47	0.013351
16	47	0.003444
17	47	0.009012
18	47	0.014414
19	47	0.008639
20	47	0.003824
21	47	0.013326
22	47	0.012494
23	47	0.001923
24	47	0.010234
25	47	0.014520
26	47	0.007498
27	47	0.005504
28	47	0.014411
29	47	0.012168
30	47	0.000301
31	47	0.012088
32	47	0.015268
33	47	0.006477
34	47	0.007714
35	47	0.016273
36	47	0.012234
37	47	0.001685
38	47	0.014850
39	47	0.016774
40	47	0.005398
41	47	0.010883
42	47	0.019346
43	47	0.012779
44	47	0.004485
45	47	0.019302
46	47	0.019596
47	47	0.004036
48	47	0.016105
49	47	0.024933
50	47	0.014227
51	47	0.009280
52	47	0.027814
53	47	0.025611
54	47	0.001780
55	47	0.027103
56	47	0.037886
57	47	0.018392
58	47	0.021005
59	47	0.051481
60	47	0.044728
61	47	0.004845
62	47	0.069927
63	47	0.100243
64	47	0.046340
65	47	0.126978
66	47	0.562187
67	47	0.769447
68	47	0.053882
69	47	0.143193
70	47	0.100135
71	47	0.017351
72	47	0.044628
73	47	0.057275
74	47	0.027945
75	47	0.013165
76	47	0.035969
77	47	0.028950
78	47	0.002756
79	47	0.020934
80	47	0.025868
81	47	0.011423
82	47	0.009312
83	47	0.020602
84	47	0.015485
85	47	0.000387
86	47	0.014270
87	47	0.016246
88	47	0.006052
89	47	0.007702
90	47	0.014606
91	47	0.010150
92	47	0.001520
93	47	0.011317
94	47	0.012162
95	47	0.003920
96	47	0.007033
97	47	0.012805
98	47	0.009444
99	47	0.005799
0	48	0.017190
1	48	0.033205
2	48	0.009433
3	48	0.010231
4	48	0.019045
5	48	0.013271
6	48	0.001500
7	48	0.013946
8	48	0.015240
9	48	0.005074
10	48	0.008441
11	48	0.015050
12	48	0.010016
13	48	0.002514
14	48	0.012836
15	48	0.013124
16	48	0.003321
17	48	0.008926
18	48	0.014177
19	48	0.008430
20	48	0.003831
21	48	0.013113
22	48	0.012217
23	48	0.001804
24	48	0.010085
25	48	0.014203
26	48	0.007259
27	48	0.005462
28	48	0.014095
29	48	0.011813
30	48	0.000199
31	48	0.011827
32	48	0.014821
33	48	0.006197
34	48	0.007573
35	48	0.015780
36	48	0.011759
37	48	0.001738
38	48	0.014380
39	48	0.016105
40	48	0.005071
41	48	0.010538
42	48	0.018516
43	48	0.012096
44	48	0.004405
45	48	0.018390
46	48	0.018485
47	48	0.003656
48	48	0.015262
49	48	0.023335
50	48	0.013115
51	48	0.008783
52	48	0.025715
53	48	0.023353
54	48	0.001399
55	48	0.024597
56	48	0.033771
57	48	0.015976
58	48	0.018526
59	48	0.044005
60	48	0.037062
61	48	0.004336
62	48	0.054526
63	48	0.072969
64	48	0.029962
65	48	0.070344
66	48	0.183635
67	48	0.229865
68	48	0.837881
69	48	0.370635
70	48	0.175368
71	48	0.025113
72	48	0.061893
73	48	0.074458
74	48	0.034591
75	48	0.016377
76	48	0.042911
77	48	0.033698
78	48	0.002918
79	48	0.024021
80	48	0.029161
81	48	0.012613
82	48	0.010511
83	48	0.022784
84	48	0.016905
85	48	0.000565
86	48	0.015598
87	48	0.017562
88	48	0.006422
89	48	0.008378
90	48	0.015672
91	48	0.010781
92	48	0.001712
93	48	0.012077
94	48	0.012871
95	48	0.004075
96	48	0.007482
97	48	0.013489
98	48	0.009879
99	48	0.006089
0	49	0.017073
1	49	0.032933
2	49	0.009316
3	49	0.010178
4	49	0.018874
5	49	0.013106
6	49	0.001538
7	49	0.013830
8	49	0.015054
9	49	0.004960
10	49	0.008394
11	49	0.014872
12	49	0.009842
13	49	0.002546
14	49	0.012694
15	49	0.012912
16	49	0.003204
17	49	0.008849
18	49	0.013955
19	49	0.008234
20	49	0.003841
21	49	0.012915
22	49	0.011958
23	49	0.001690
24	49	0.009949
25	49	0.013907
26	49	0.007034
27	49	0.005425
28	49	0.013803
29	49	0.011484
30	49	0.000102
31	49	0.011589
32	49	0.014410
33	49	0.005938
34	49	0.007447
35	49	0.015329
36	49	0.011323
37	49	0.001791
38	49	0.013955
39	49	0.015498
40	49	0.004772
41	49	0.010231
42	49	0.017773
43	49	0.011485
44	49	0.004339
45	49	0.017586
46	49	0.017506
47	49	0.003320
48	49	0.014534
49	49	0.021957
50	49	0.012161
51	49	0.008368
52	49	0.023958
53	49	0.021479
54	49	0.001080
55	49	0.022584
56	49	0.030517
57	49	0.014098
58	49	0.016664
59	49	0.038544
60	49	0.031670
61	49	0.004009
62	49	0.044937
63	49	0.057549
64	49	0.021983
65	49	0.049295
66	49	0.110685
67	49	0.100161
68	49	0.052179
69	49	0.679453
70	49	0.679100
71	49	0.047476
72	49	0.098741
73	49	0.105530
74	49	0.045394
75	49	0.021256
76	49	0.052874
77	49	0.040225
78	49	0.003121
79	49	0.028030
80	49	0.033335
81	49	0.014085
82	49	0.011986
83	49	0.025422
84	49	0.018593
85	49	0.000783
86	49	0.017154
87	49	0.019085
88	49	0.006842
89	49	0.009154
90	49	0.016881
91	49	0.011489
92	49	0.001931
93	49	0.012928
94	49	0.013655
95	49	0.004244
96	49	0.007978
97	49	0.014238
98	49	0.010350
99	49	0.006405
0	50	0.016968
1	50	0.032684
2	50	0.009206
3	50	0.010132
4	50	0.018717
5	50	0.012953
6	50	0.001576
7	50	0.013724
8	50	0.014882
9	50	0.004851
10	50	0.008352
11	50	0.014707
12	50	0.009678
13	50	0.002580
14	50	0.012564
15	50	0.012713
16	50	0.003092
17	50	0.008779
18	50	0.013748
19	50	0.008049
20	50	0.003853
21	50	0.012732
22	50	0.011715
23	50	0.001581
24	50	0.009824
25	50	0.013633
26	50	0.006822
27	50	0.005394
28	50	0.013534
29	50	0.011177
30	50	0.000015
31	50	0.011371
32	50	0.014030
33	50	0.005695
34	50	0.007334
35	50	0.014917
36	50	0.010922
37	50	0.001842
38	50	0.013570
39	50	0.014946
40	50	0.004497
41	50	0.009957
42	50	0.017105
43	50	0.010933
44	50	0.004284
45	50	0.016873
46	50	0.016637
47	50	0.003018
48	50	0.013901
49	50	0.020759
50	50	0.011331
51	50	0.008018
52	50	0.022466
53	50	0.019898
54	50	0.000808
55	50	0.020935
56	50	0.027879
57	50	0.012595
58	50	0.015219
59	50	0.034381
60	50	0.027668
61	50	0.003787
62	50	0.038396
63	50	0.047633
64	50	0.017250
65	50	0.038323
66	50	0.079690
67	50	0.064072
68	50	0.028154
69	50	0.180846
70	50	0.369496
71	50	0.837805
72	50	0.231958
73	50	0.178793
74	50	0.066076
75	50	0.029539
76	50	0.068384
77	50	0.049773
78	50	0.003390
79	50	0.033447
80	50	0.038802
81	50	0.015960
82	50	0.013844
83	50	0.028675
84	50	0.020639
85	50	0.001052
86	50	0.019002
87	50	0.020870
88	50	0.007325
89	50	0.010054
90	50	0.018266
91	50	0.012290
92	50	0.002183
93	50	0.013885
94	50	0.014531
95	50	0.004427
96	50	0.008531
97	50	0.015063
98	50	0.010864
99	50	0.006750
0	51	0.016875
1	51	0.032459
2	51	0.009104
3	51	0.010093
4	51	0.018574
5	51	0.012810
6	51	0.001614
7	51	0.013628
8	51	0.014721
9	51	0.004748
10	51	0.008317
11	51	0.014555
12	51	0.009524
13	51	0.002614
14	51	0.012445
15	51	0.012528
16	51	0.002985
17	51	0.008717
18	51	0.013556
19	51	0.007874
20	51	0.003868
21	51	0.012564
22	51	0.011487
23	51	0.001476
24	51	0.009711
25	51	0.013378
26	51	0.006623
27	51	0.005369
28	51	0.013285
29	51	0.010890
30	51	0.000084
31	51	0.011172
32	51	0.013679
33	51	0.005469
34	51	0.007234
35	51	0.014538
36	51	0.010551
37	51	0.001894
38	51	0.013221
39	51	0.014441
40	51	0.004242
41	51	0.009713
42	51	0.016501
43	51	0.010432
44	51	0.004240
45	51	0.016238
46	51	0.015861
47	51	0.002746
48	51	0.013347
49	51	0.019707
50	51	0.010602
51	51	0.007720
52	51	0.021186
53	51	0.018546
54	51	0.000571
55	51	0.019560
56	51	0.025698
57	51	0.011362
58	51	0.014067
59	51	0.031105
60	51	0.024578
61	51	0.003632
62	51	0.033653
63	51	0.040718
64	51	0.014109
65	51	0.031597
66	51	0.062542
67	51	0.047109
68	51	0.019843
69	51	0.105505
70	51	0.146246
71	51	0.049995
72	51	0.769995
73	51	0.562224
74	51	0.121761
75	51	0.046644
76	51	0.095856
77	51	0.065087
78	51	0.003772
79	51	0.041171
80	51	0.046278
81	51	0.018431
82	51	0.016255
83	51	0.032788
84	51	0.023170
85	51	0.001389
86	51	0.021235
87	51	0.022993
88	51	0.007886
89	51	0.011110
90	51	0.019869
91	51	0.013205
92	51	0.002477
93	51	0.014972
94	51	0.015514
95	51	0.004627
96	51	0.009149
97	51	0.015977
98	51	0.011427
99	51	0.007128
0	52	0.016795
1	52	0.032259
2	52	0.009009
3	52	0.010061
4	52	0.018446
5	52	0.012678
6	52	0.001653
7	52	0.013543
8	52	0.014574
9	52	0.004649
10	52	0.008288
11	52	0.014415
12	52	0.009379
13	52	0.002650
14	52	0.012337
15	52	0.012354
16	52	0.002882
17	52	0.008662
18	52	0.013378
19	52	0.007709
20	52	0.003885
21	52	0.012409
22	52	0.011274
23	52	0.001375
24	52	0.009610
25	52	0.013141
26	52	0.006434
27	52	0.005349
28	52	0.013056
29	52	0.010623
30	52	0.000172
31	52	0.010991
32	52	0.013354
33	52	0.005256
34	52	0.007146
35	52	0.014192
36	52	0.010208
37	52	0.001945
38	52	0.012905
39	52	0.013979
40	52	0.004006
41	52	0.009495
42	52	0.015954
43	52	0.009975
44	52	0.004205
45	52	0.015670
46	52	0.015164
47	52	0.002498
48	52	0.012859
49	52	0.018778
50	52	0.009957
51	52	0.007467
52	52	0.020077
53	52	0.017376
54	52	0.000361
55	52	0.018400
56	52	0.023865
57	52	0.010330
58	52	0.013131
59	52	0.028460
60	52	0.022118
61	52	0.003522
62	52	0.030061
63	52	0.035621
64	52	0.011867
65	52	0.027060
66	52	0.051657
67	52	0.037243
68	52	0.015646
69	52	0.075075
70	52	0.091536
71	52	0.023368
72	52	0.149089
73	52	0.507667
74	52	0.797586
75	52	0.102429
76	52	0.157815
77	52	0.093685
78	52	0.004377
79	52	0.053064
80	52	0.057125
81	52	0.021849
82	52	0.019504
83	52	0.038156
84	52	0.026388
85	52	0.001822
86	52	0.023984
87	52	0.025562
88	52	0.008550
89	52	0.012366
90	52	0.021747
91	52	0.014262
92	52	0.002821
93	52	0.016217
94	52	0.016628
95	52	0.004847
96	52	0.009847
97	52	0.016995
98	52	0.012047
99	52	0.007546
0	53	0.016727
1	53	0.032084
2	53	0.008922
3	53	0.010037
4	53	0.018332
5	53	0.012556
6	53	0.001693
7	53	0.013469
8	53	0.014439
9	53	0.004555
10	53	0.008265
11	53	0.014288
12	53	0.009242
13	53	0.002687
14	53	0.012240
15	53	0.012193
16	53	0.002782
17	53	0.008616
18	53	0.013214
19	53	0.007553
20	53	0.003906
21	53	0.012268
22	53	0.011075
23	53	0.001276
24	53	0.009519
25	53	0.012921
26	53	0.006256
27	53	0.005335
28	53	0.012846
29	53	0.010373
30	53	0.000257
31	53	0.010827
32	53	0.013053
33	53	0.005055
34	53	0.007069
35	53	0.013873
36	53	0.009889
37	53	0.001998
38	53	0.012618
39	53	0.013555
40	53	0.003786
41	53	0.009301
42	53	0.015458
43	53	0.009557
44	53	0.004179
45	53	0.015161
46	53	0.014536
47	53	0.002269
48	53	0.012429
49	53	0.017952
50	53	0.009380
51	53	0.007250
52	53	0.019108
53	53	0.016354
54	53	0.000171
55	53	0.017410
56	53	0.022303
57	53	0.009453
58	53	0.012359
59	53	0.026283
60	53	0.020113
61	53	0.003445
62	53	0.027249
63	53	0.031707
64	53	0.010181
65	53	0.023800
66	53	0.044137
67	53	0.030784
68	53	0.013128
69	53	0.058628
70	53	0.066800
71	53	0.014808
72	53	0.083899
73	53	0.176852
74	53	0.173740
75	53	0.826164
76	53	0.428549
77	53	0.166202
78	53	0.005533
79	53	0.073738
80	53	0.074302
81	53	0.026897
82	53	0.024113
83	53	0.045460
84	53	0.030623
85	53	0.002393
86	53	0.027454
87	53	0.028736
88	53	0.009348
89	53	0.013885
90	53	0.023979
91	53	0.015499
92	53	0.003230
93	53	0.017658
94	53	0.017901
95	53	0.005091
96	53	0.010640
97	53	0.018137
98	53	0.012734
99	53	0.008010
0	54	0.016674
1	54	0.031936
2	54	0.008842
3	54	0.010021
4	54	0.018234
5	54	0.012445
6	54	0.001734
7	54	0.013407
8	54	0.014316
9	54	0.004465
10	54	0.008250
11	54	0.014174
12	54	0.009115
13	54	0.002727
14	54	0.012154
15	54	0.012044
16	54	0.002686
17	54	0.008578
18	54	0.013064
19	54	0.007406
20	54	0.003930
21	54	0.012140
22	54	0.010890
23	54	0.001181
24	54	0.009439
25	54	0.012718
26	54	0.006088
27	54	0.005327
28	54	0.012654
29	54	0.010140
30	54	0.000342
31	54	0.010679
32	54	0.012775
33	54	0.004866
34	54	0.007004
35	54	0.013582
36	54	0.009593
37	54	0.002052
38	54	0.012358
39	54	0.013165
40	54	0.003579
41	54	0.009129
42	54	0.015006
43	54	0.009173
44	54	0.004162
45	54	0.014703
46	54	0.013966
47	54	0.002057
48	54	0.012048
49	54	0.017213
50	54	0.008861
51	54	0.007065
52	54	0.018256
53	54	0.015453
54	54	0.000005
55	54	0.016558
56	54	0.020958
57	54	0.008696
58	54	0.011714
59	54	0.024462
60	54	0.018445
61	54	0.003393
62	54	0.024992
63	54	0.028608
64	54	0.008862
65	54	0.021350
66	54	0.038632
67	54	0.026222
68	54	0.011460
69	54	0.048335
70	54	0.052698
71	54	0.010563
72	54	0.059043
73	54	0.107793
74	54	0.077943
75	54	0.086880
76	54	0.633379
77	54	0.720699
78	54	0.008870
79	54	0.118562
80	54	0.105647
81	54	0.035139
82	54	0.031148
83	54	0.055979
84	54	0.036453
85	54	0.003174
86	54	0.031970
87	54	0.032763
88	54	0.010329
89	54	0.015756
90	54	0.026677
91	54	0.016967
92	54	0.003723
93	54	0.019347
94	54	0.019371
95	54	0.005364
96	54	0.011549
97	54	0.019430
98	54	0.013501
99	54	0.008529
0	55	0.016635
1	55	0.031815
2	55	0.008770
3	55	0.010014
4	55	0.018152
5	55	0.012346
6	55	0.001776
7	55	0.013356
8	55	0.014207
9	55	0.004380
10	55	0.008242
11	55	0.014073
12	55	0.008997
13	55	0.002768
14	55	0.012081
15	55	0.011907
16	55	0.002593
17	55	0.008548
18	55	0.012927
19	55	0.007266
20	55	0.003958
21	55	0.012026
22	55	0.010717
23	55	0.001087
24	55	0.009370
25	55	0.012531
26	55	0.005928
27	55	0.005326
28	55	0.012479
29	55	0.009922
30	55	0.000425
31	55	0.010547
32	55	0.012517
33	55	0.004686
34	55	0.006949
35	55	0.013315
36	55	0.009317
37	55	0.002107
38	55	0.012123
39	55	0.012806
40	55	0.003384
41	55	0.008977
42	55	0.014595
43	55	0.008818
44	55	0.004153
45	55	0.014291
46	55	0.013447
47	55	0.001859
48	55	0.011711
49	55	0.016551
50	55	0.008391
51	55	0.006908
52	55	0.017503
53	55	0.014653
54	55	0.000163
55	55	0.015819
56	55	0.019789
57	55	0.008034
58	55	0.011171
59	55	0.022918
60	55	0.017035
61	55	0.003362
62	55	0.023144
63	55	0.026094
64	55	0.007799
65	55	0.019448
66	55	0.034430
67	55	0.022824
68	55	0.010284
69	55	0.041293
70	55	0.043581
71	55	0.008011
72	55	0.045952
73	55	0.077889
74	55	0.050038
75	55	0.047258
76	55	0.185129
77	55	0.310740
78	55	0.843173
79	55	0.288879
80	55	0.181054
81	55	0.051068
82	55	0.043180
83	55	0.072438
84	55	0.045003
85	55	0.004294
86	55	0.038089
87	55	0.038043
88	55	0.011570
89	55	0.018119
90	55	0.030005
91	55	0.018740
92	55	0.004325
93	55	0.021353
94	55	0.021092
95	55	0.005671
96	55	0.012603
97	55	0.020906
98	55	0.014364
99	55	0.009113
0	56	0.016611
1	56	0.031726
2	56	0.008706
3	56	0.010017
4	56	0.018087
5	56	0.012258
6	56	0.001820
7	56	0.013319
8	56	0.014111
9	56	0.004298
10	56	0.008243
11	56	0.013987
12	56	0.008887
13	56	0.002813
14	56	0.012020
15	56	0.011783
16	56	0.002503
17	56	0.008528
18	56	0.012805
19	56	0.007135
20	56	0.003990
21	56	0.011926
22	56	0.010557
23	56	0.000995
24	56	0.009313
25	56	0.012360
26	56	0.005776
27	56	0.005331
28	56	0.012321
29	56	0.009719
30	56	0.000509
31	56	0.010431
32	56	0.012280
33	56	0.004515
34	56	0.006904
35	56	0.013073
36	56	0.009059
37	56	0.002165
38	56	0.011912
39	56	0.012475
40	56	0.003198
41	56	0.008845
42	56	0.014220
43	56	0.008489
44	56	0.004152
45	56	0.013920
46	56	0.012974
47	56	0.001672
48	56	0.011414
49	56	0.015955
50	56	0.007963
51	56	0.006776
52	56	0.016836
53	56	0.013939
54	56	0.000315
55	56	0.015176
56	56	0.018763
57	56	0.007449
58	56	0.010712
59	56	0.021595
60	56	0.015828
61	56	0.003348
62	56	0.021607
63	56	0.024013
64	56	0.006919
65	56	0.017935
66	56	0.031122
67	56	0.020191
68	56	0.009419
69	56	0.036180
70	56	0.037202
71	56	0.006294
72	56	0.037887
73	56	0.061197
74	56	0.036712
75	56	0.033134
76	56	0.109463
77	56	0.128125
78	56	0.004243
79	56	0.736302
80	56	0.613693
81	56	0.095097
82	56	0.068384
83	56	0.101845
84	56	0.058784
85	56	0.006013
86	56	0.046843
87	56	0.045275
88	56	0.013197
89	56	0.021190
90	56	0.034218
91	56	0.020931
92	56	0.005076
93	56	0.023776
94	56	0.023134
95	56	0.006022
96	56	0.013839
97	56	0.022609
98	56	0.015344
99	56	0.009777
0	57	0.016606
1	57	0.031669
2	57	0.008651
3	57	0.010030
4	57	0.018042
5	57	0.012182
6	57	0.001867
7	57	0.013296
8	57	0.014030
9	57	0.004221
10	57	0.008252
11	57	0.013915
12	57	0.008787
13	57	0.002862
14	57	0.011972
15	57	0.011671
16	57	0.002415
17	57	0.008517
18	57	0.012697
19	57	0.007012
20	57	0.004028
21	57	0.011840
22	57	0.010409
23	57	0.000904
24	57	0.009268
25	57	0.012205
26	57	0.005632
27	57	0.005344
28	57	0.012180
29	57	0.009529
30	57	0.000593
31	57	0.010330
32	57	0.012063
33	57	0.004352
34	57	0.006871
35	57	0.012852
36	57	0.008819
37	57	0.002226
38	57	0.011724
39	57	0.012170
40	57	0.003021
41	57	0.008731
42	57	0.013879
43	57	0.008184
44	57	0.004160
45	57	0.013588
46	57	0.012541
47	57	0.001494
48	57	0.011152
49	57	0.015417
50	57	0.007570
51	57	0.006667
52	57	0.016242
53	57	0.013296
54	57	0.000460
55	57	0.014614
56	57	0.017858
57	57	0.006927
58	57	0.010322
59	57	0.020451
60	57	0.014780
61	57	0.003349
62	57	0.020314
63	57	0.022264
64	57	0.006174
65	57	0.016709
66	57	0.028452
67	57	0.018088
68	57	0.008764
69	57	0.032305
70	57	0.032486
71	57	0.005049
72	57	0.032434
73	57	0.050549
74	57	0.028890
75	57	0.025918
76	57	0.078246
77	57	0.080792
78	57	0.000809
79	57	0.165975
80	57	0.450897
81	57	0.819574
82	57	0.154032
83	57	0.169376
84	57	0.084762
85	57	0.008948
86	57	0.060394
87	57	0.055800
88	57	0.015435
89	57	0.025341
90	57	0.039723
91	57	0.023709
92	57	0.006033
93	57	0.026763
94	57	0.025600
95	57	0.006427
96	57	0.015309
97	57	0.024597
98	57	0.016468
99	57	0.010539
0	58	0.016620
1	58	0.031649
2	58	0.008606
3	58	0.010056
4	58	0.018017
5	58	0.012120
6	58	0.001917
7	58	0.013288
8	58	0.013965
9	58	0.004148
10	58	0.008272
11	58	0.013859
12	58	0.008695
13	58	0.002914
14	58	0.011939
15	58	0.011572
16	58	0.002328
17	58	0.008518
18	58	0.012605
19	58	0.006897
20	58	0.004071
21	58	0.011769
22	58	0.010275
23	58	0.000813
24	58	0.009235
25	58	0.012067
26	58	0.005495
27	58	0.005364
28	58	0.012057
29	58	0.009354
30	58	0.000678
31	58	0.010245
32	58	0.011864
33	58	0.004196
34	58	0.006850
35	58	0.012655
36	58	0.008594
37	58	0.002291
38	58	0.011559
39	58	0.011891
40	58	0.002851
41	58	0.008636
42	58	0.013571
43	58	0.007899
44	58	0.004177
45	58	0.013291
46	58	0.012145
47	58	0.001323
48	58	0.010924
49	58	0.014931
50	58	0.007207
51	58	0.006579
52	58	0.015715
53	58	0.012716
54	58	0.000600
55	58	0.014123
56	58	0.017056
57	58	0.006455
58	58	0.009991
59	58	0.019456
60	58	0.013862
61	58	0.003364
62	58	0.019216
63	58	0.020774
64	58	0.005533
65	58	0.015702
66	58	0.026255
67	58	0.016366
68	58	0.008261
69	58	0.029274
70	58	0.028857
71	58	0.004095
72	58	0.028514
73	58	0.043170
74	58	0.023732
75	58	0.021562
76	58	0.061220
77	58	0.059029
78	58	0.000391
79	58	0.094899
80	58	0.166104
81	58	0.119706
82	58	0.807812
83	58	0.485522
84	58	0.152190
85	58	0.014972
86	58	0.084148
87	58	0.072545
88	58	0.018727
89	58	0.031254
90	58	0.047228
91	58	0.027359
92	58	0.007290
93	58	0.030536
94	58	0.028641
95	58	0.006901
96	58	0.017086
97	58	0.026952
98	58	0.017772
99	58	0.011423
0	59	0.016657
1	59	0.031670
2	59	0.008571
3	59	0.010096
4	59	0.018015
5	59	0.012073
6	59	0.001970
7	59	0.013298
8	59	0.013917
9	59	0.004078
10	59	0.008304
11	59	0.013821
12	59	0.008614
13	59	0.002972
14	59	0.011921
15	59	0.011488
16	59	0.002243
17	59	0.008531
18	59	0.012529
19	59	0.006789
20	59	0.004121
21	59	0.011715
22	59	0.010153
23	59	0.000722
24	59	0.009216
25	59	0.011945
26	59	0.005364
27	59	0.005394
28	59	0.011952
29	59	0.009191
30	59	0.000766
31	59	0.010178
32	59	0.011684
33	59	0.004045
34	59	0.006841
35	59	0.012479
36	59	0.008384
37	59	0.002361
38	59	0.011416
39	59	0.011634
40	59	0.002687
41	59	0.008560
42	59	0.013293
43	59	0.007633
44	59	0.004204
45	59	0.013028
46	59	0.011782
47	59	0.001157
48	59	0.010727
49	59	0.014493
50	59	0.006870
51	59	0.006512
52	59	0.015246
53	59	0.012190
54	59	0.000739
55	59	0.013696
56	59	0.016341
57	59	0.006026
58	59	0.009714
59	59	0.018587
60	59	0.013051
61	59	0.003393
62	59	0.018277
63	59	0.019490
64	59	0.004970
65	59	0.014868
66	59	0.024421
67	59	0.014927
68	59	0.007871
69	59	0.026847
70	59	0.025978
71	59	0.003331
72	59	0.025573
73	59	0.037758
74	59	0.020065
75	59	0.018670
76	59	0.050515
77	59	0.046511
78	59	0.001045
79	59	0.067149
80	59	0.102256
81	59	0.054739
82	59	0.116737
83	59	0.583289
84	59	0.757395
85	59	0.033797
86	59	0.136509
87	59	0.103379
88	59	0.024093
89	59	0.040331
90	59	0.058069
91	59	0.032378
92	59	0.009004
93	59	0.035454
94	59	0.032492
95	59	0.007468
96	59	0.019278
97	59	0.029789
98	59	0.019306
99	59	0.012462
0	60	0.016719
1	60	0.031740
2	60	0.008547
3	60	0.010152
4	60	0.018040
5	60	0.012042
6	60	0.002028
7	60	0.013329
8	60	0.013888
9	60	0.004012
10	60	0.008349
11	60	0.013803
12	60	0.008544
13	60	0.003037
14	60	0.011922
15	60	0.011419
16	60	0.002160
17	60	0.008558
18	60	0.012471
19	60	0.006690
20	60	0.004180
21	60	0.011679
22	60	0.010046
23	60	0.000630
24	60	0.009213
25	60	0.011841
26	60	0.005239
27	60	0.005434
28	60	0.011867
29	60	0.009042
30	60	0.000858
31	60	0.010129
32	60	0.011523
33	60	0.003900
34	60	0.006846
35	60	0.012327
36	60	0.008189
37	60	0.002438
38	60	0.011296
39	60	0.011401
40	60	0.002527
41	60	0.008503
42	60	0.013044
43	60	0.007383
44	60	0.004242
45	60	0.012799
46	60	0.011450
47	60	0.000993
48	60	0.010561
49	60	0.014099
50	60	0.006556
51	60	0.006466
52	60	0.014831
53	60	0.011712
54	60	0.000878
55	60	0.013325
56	60	0.015703
57	60	0.005630
58	60	0.009483
59	60	0.017825
60	60	0.012329
61	60	0.003436
62	60	0.017472
63	60	0.018376
64	60	0.004468
65	60	0.014173
66	60	0.022871
67	60	0.013704
68	60	0.007570
69	60	0.024868
70	60	0.023638
71	60	0.002695
72	60	0.023298
73	60	0.033625
74	60	0.017313
75	60	0.016630
76	60	0.043178
77	60	0.038371
78	60	0.001488
79	60	0.052402
80	60	0.074098
81	60	0.034960
82	60	0.064568
83	60	0.184595
84	60	0.252208
85	60	0.841855
86	60	0.346622
87	60	0.179106
88	60	0.034508
89	60	0.055993
90	60	0.075113
91	60	0.039737
92	60	0.011460
93	60	0.042132
94	60	0.037534
95	60	0.008161
96	60	0.022047
97	60	0.033277
98	60	0.021141
99	60	0.013702
0	61	0.016813
1	61	0.031866
2	61	0.008537
3	61	0.010228
4	61	0.018098
5	61	0.012030
6	61	0.002093
7	61	0.013384
8	61	0.013883
9	61	0.003951
10	61	0.008411
11	61	0.013809
12	61	0.008485
13	61	0.003110
14	61	0.011944
15	61	0.011368
16	61	0.002076
17	61	0.008602
18	61	0.012434
19	61	0.006599
20	61	0.004249
21	61	0.011663
22	61	0.009953
23	61	0.000535
24	61	0.009228
25	61	0.011756
26	61	0.005121
27	61	0.005487
28	61	0.011803
29	61	0.008907
30	61	0.000954
31	61	0.010100
32	61	0.011383
33	61	0.003759
34	61	0.006867
35	61	0.012198
36	61	0.008007
37	61	0.002522
38	61	0.011202
39	61	0.011191
40	61	0.002369
41	61	0.008467
42	61	0.012825
43	61	0.007149
44	61	0.004292
45	61	0.012602
46	61	0.011146
47	61	0.000831
48	61	0.010427
49	61	0.013747
50	61	0.006262
51	61	0.006442
52	61	0.014467
53	61	0.011275
54	61	0.001021
55	61	0.013008
56	61	0.015134
57	61	0.005263
58	61	0.009297
59	61	0.017157
60	61	0.011680
61	61	0.003495
62	61	0.016781
63	61	0.017400
64	61	0.004013
65	61	0.013597
66	61	0.021549
67	61	0.012649
68	61	0.007344
69	61	0.023232
70	61	0.021699
71	61	0.002149
72	61	0.021501
73	61	0.030371
74	61	0.015162
75	61	0.015135
76	61	0.037849
77	61	0.032646
78	61	0.001836
79	61	0.043286
80	61	0.058245
81	61	0.025336
82	61	0.045475
83	61	0.110538
84	61	0.107537
85	61	0.037680
86	61	0.697236
87	61	0.661913
88	61	0.063972
89	61	0.089323
90	61	0.105828
91	61	0.051622
92	61	0.015243
93	61	0.051719
94	61	0.044434
95	61	0.009037
96	61	0.025654
97	61	0.037675
98	61	0.023383
99	61	0.015211
0	62	0.016945
1	62	0.032062
2	62	0.008543
3	62	0.010328
4	62	0.018194
5	62	0.012041
6	62	0.002165
7	62	0.013468
8	62	0.013904
9	62	0.003894
10	62	0.008493
11	62	0.013842
12	62	0.008441
13	62	0.003192
14	62	0.011992
